月,研究者名,分野,希望予算,希望職位,アクセス数,マッチング数
2014-08,研究者54,材料工学,500,准教授,141,4
2014-09,研究者60,AI,200,助教,218,10
2014-09,研究者40,ロボティクス,300,助教,190,16
2014-09,研究者99,環境科学,700,助教,119,4
2014-09,研究者49,ロボティクス,700,助教,229,3
2014-09,研究者66,材料工学,500,准教授,354,8
2014-09,研究者32,AI,300,特任研究員,470,8
2014-09,研究者12,AI,300,特任研究員,220,8
2014-09,研究者30,ロボティクス,700,准教授,169,13
2014-09,研究者77,ロボティクス,700,特任研究員,257,0
2014-09,研究者72,ロボティクス,500,講師,358,8
2014-09,研究者68,ロボティクス,100,助教,468,0
2014-09,研究者74,バイオ,300,助教,331,19
2014-09,研究者48,環境科学,500,准教授,120,11
2014-09,研究者96,エネルギー,1000,助教,223,20
2014-09,研究者64,ロボティクス,300,教授,26,15
2014-09,研究者60,環境科学,500,講師,295,16
2014-10,研究者57,環境科学,200,教授,340,11
2014-10,研究者23,環境科学,200,講師,183,8
2014-10,研究者13,ロボティクス,500,教授,18,0
2014-10,研究者56,環境科学,500,准教授,46,14
2014-10,研究者10,材料工学,700,教授,95,5
2014-10,研究者94,バイオ,700,准教授,32,15
2014-10,研究者68,材料工学,100,助教,12,20
2014-10,研究者39,AI,200,講師,498,2
2014-10,研究者90,バイオ,200,講師,366,1
2014-10,研究者85,AI,700,助教,214,10
2014-10,研究者94,AI,300,教授,144,7
2014-10,研究者76,エネルギー,700,准教授,335,4
2014-10,研究者22,エネルギー,1000,特任研究員,53,11
2014-10,研究者60,材料工学,500,講師,296,2
2014-10,研究者10,材料工学,100,助教,370,16
2014-10,研究者43,ロボティクス,1000,助教,38,17
2014-10,研究者64,エネルギー,500,教授,308,13
2014-10,研究者24,ロボティクス,700,特任研究員,63,7
2014-10,研究者29,バイオ,200,助教,400,12
2014-10,研究者38,ロボティクス,200,特任研究員,153,19
2014-10,研究者23,AI,100,助教,431,6
2014-10,研究者46,材料工学,1000,准教授,397,20
2014-10,研究者68,材料工学,700,助教,152,19
2014-10,研究者48,AI,100,特任研究員,170,9
2014-10,研究者90,ロボティクス,700,助教,46,10
2014-10,研究者47,環境科学,700,助教,110,15
2014-10,研究者88,エネルギー,500,特任研究員,52,5
2014-10,研究者69,材料工学,300,特任研究員,367,14
2014-10,研究者4,環境科学,100,特任研究員,472,19
2014-11,研究者26,バイオ,100,講師,166,14
2014-11,研究者55,ロボティクス,500,講師,190,19
2014-11,研究者46,環境科学,1000,講師,376,14
2014-11,研究者24,バイオ,1000,助教,153,20
2014-11,研究者62,環境科学,1000,講師,346,3
2014-11,研究者65,エネルギー,1000,特任研究員,467,5
2014-11,研究者79,バイオ,500,助教,468,4
2014-11,研究者87,ロボティクス,700,助教,98,1
2014-11,研究者80,AI,200,助教,67,13
2014-11,研究者6,AI,100,講師,406,14
2014-11,研究者19,環境科学,100,教授,402,8
2014-12,研究者37,エネルギー,300,助教,234,20
2014-12,研究者58,バイオ,200,教授,310,9
2014-12,研究者25,AI,300,特任研究員,76,11
2014-12,研究者17,ロボティクス,500,准教授,320,14
2014-12,研究者77,エネルギー,500,特任研究員,44,14
2014-12,研究者22,環境科学,1000,准教授,447,2
2014-12,研究者95,環境科学,300,特任研究員,204,15
2014-12,研究者1,AI,1000,講師,394,3
2014-12,研究者12,材料工学,500,講師,104,11
2014-12,研究者96,材料工学,500,助教,478,2
2014-12,研究者66,AI,300,教授,313,9
2014-12,研究者70,AI,200,講師,240,20
2014-12,研究者34,AI,500,教授,187,7
2014-12,研究者16,AI,700,特任研究員,369,6
2014-12,研究者3,環境科学,100,准教授,278,13
2014-12,研究者84,環境科学,500,講師,238,12
2014-12,研究者43,バイオ,200,准教授,454,9
2014-12,研究者54,バイオ,1000,助教,247,11
2014-12,研究者37,エネルギー,300,講師,231,10
2014-12,研究者93,ロボティクス,700,准教授,110,10
2014-12,研究者13,バイオ,300,助教,192,17
2014-12,研究者13,AI,500,特任研究員,303,10
2014-12,研究者1,AI,1000,講師,360,19
2014-12,研究者56,材料工学,200,教授,142,10
2014-12,研究者60,環境科学,200,准教授,267,9
2014-12,研究者86,AI,700,助教,105,18
2014-12,研究者70,ロボティクス,500,助教,211,7
2015-01,研究者70,ロボティクス,200,講師,424,4
2015-01,研究者48,材料工学,200,特任研究員,188,6
2015-01,研究者18,材料工学,500,准教授,470,12
2015-01,研究者80,環境科学,1000,准教授,176,15
2015-01,研究者90,バイオ,200,教授,311,6
2015-01,研究者19,環境科学,700,講師,135,4
2015-01,研究者67,材料工学,700,教授,195,10
2015-01,研究者65,ロボティクス,200,助教,369,16
2015-01,研究者87,バイオ,200,助教,193,6
2015-01,研究者62,材料工学,200,助教,340,2
2015-01,研究者63,エネルギー,1000,准教授,421,14
2015-02,研究者9,材料工学,300,准教授,310,5
2015-02,研究者24,エネルギー,700,特任研究員,192,3
2015-02,研究者40,エネルギー,500,教授,257,3
2015-02,研究者76,エネルギー,1000,准教授,168,8
2015-02,研究者95,エネルギー,100,助教,428,13
2015-02,研究者71,エネルギー,300,講師,394,10
2015-02,研究者87,ロボティクス,300,助教,160,6
2015-02,研究者25,環境科学,1000,助教,197,19
2015-02,研究者60,ロボティクス,100,助教,338,0
2015-02,研究者87,材料工学,1000,教授,172,14
2015-02,研究者95,バイオ,300,助教,97,8
2015-02,研究者99,AI,500,講師,289,9
2015-02,研究者70,エネルギー,700,特任研究員,292,11
2015-02,研究者19,環境科学,500,特任研究員,171,13
2015-02,研究者81,バイオ,300,教授,157,6
2015-02,研究者93,バイオ,700,教授,110,1
2015-02,研究者76,ロボティクス,300,助教,280,6
2015-02,研究者36,材料工学,500,特任研究員,432,9
2015-02,研究者59,バイオ,100,講師,492,13
2015-02,研究者84,材料工学,500,助教,183,12
2015-02,研究者81,ロボティクス,100,助教,169,15
2015-02,研究者12,エネルギー,300,講師,63,12
2015-02,研究者91,ロボティクス,1000,助教,276,7
2015-02,研究者90,材料工学,300,教授,433,5
2015-02,研究者83,エネルギー,500,講師,174,6
2015-03,研究者84,環境科学,500,助教,418,13
2015-03,研究者12,材料工学,500,講師,301,20
2015-03,研究者13,環境科学,500,准教授,282,9
2015-03,研究者5,AI,1000,講師,274,16
2015-03,研究者66,エネルギー,700,教授,100,8
2015-03,研究者88,ロボティクス,100,教授,128,11
2015-03,研究者64,環境科学,300,助教,104,5
2015-03,研究者70,材料工学,1000,特任研究員,41,8
2015-03,研究者61,環境科学,200,助教,123,0
2015-03,研究者3,AI,200,教授,77,14
2015-03,研究者28,ロボティクス,200,准教授,143,5
2015-03,研究者75,バイオ,100,教授,26,0
2015-03,研究者84,ロボティクス,300,准教授,412,20
2015-03,研究者75,AI,300,教授,142,6
2015-03,研究者56,バイオ,300,特任研究員,468,7
2015-03,研究者84,エネルギー,300,特任研究員,266,3
2015-03,研究者1,AI,100,教授,306,20
2015-03,研究者94,材料工学,500,助教,404,1
2015-03,研究者9,環境科学,700,講師,435,1
2015-03,研究者13,環境科学,100,教授,166,17
2015-03,研究者58,エネルギー,300,講師,138,12
2015-03,研究者87,バイオ,200,准教授,491,8
2015-03,研究者65,AI,300,講師,360,7
2015-04,研究者73,AI,700,准教授,151,5
2015-04,研究者65,エネルギー,1000,助教,362,1
2015-04,研究者28,エネルギー,200,講師,30,10
2015-04,研究者56,材料工学,700,教授,155,20
2015-04,研究者99,環境科学,1000,助教,54,1
2015-04,研究者93,環境科学,1000,准教授,275,0
2015-04,研究者73,エネルギー,300,講師,358,7
2015-04,研究者73,環境科学,1000,特任研究員,287,20
2015-04,研究者99,材料工学,100,教授,374,16
2015-04,研究者96,ロボティクス,300,講師,181,3
2015-04,研究者43,バイオ,100,特任研究員,304,1
2015-04,研究者81,バイオ,700,教授,386,2
2015-04,研究者12,バイオ,300,准教授,281,17
2015-04,研究者24,バイオ,500,准教授,199,7
2015-04,研究者99,材料工学,100,助教,483,4
2015-04,研究者54,環境科学,200,助教,65,1
2015-04,研究者37,環境科学,500,講師,40,0
2015-04,研究者16,材料工学,700,教授,141,1
2015-04,研究者63,AI,500,特任研究員,386,20
2015-04,研究者90,ロボティクス,300,助教,468,12
2015-05,研究者26,エネルギー,300,准教授,35,0
2015-05,研究者68,環境科学,100,特任研究員,123,9
2015-05,研究者41,AI,700,教授,462,19
2015-05,研究者66,ロボティクス,500,助教,151,18
2015-05,研究者78,環境科学,500,准教授,150,7
2015-05,研究者49,エネルギー,200,准教授,94,6
2015-05,研究者67,バイオ,100,助教,173,3
2015-05,研究者26,エネルギー,100,講師,468,16
2015-05,研究者68,環境科学,200,准教授,242,18
2015-05,研究者33,エネルギー,300,講師,151,14
2015-05,研究者10,環境科学,300,助教,440,1
2015-05,研究者58,AI,700,講師,108,20
2015-05,研究者19,AI,300,教授,339,16
2015-06,研究者46,ロボティクス,300,助教,453,16
2015-06,研究者24,バイオ,300,助教,191,18
2015-06,研究者8,ロボティクス,500,准教授,374,19
2015-06,研究者48,材料工学,200,准教授,351,12
2015-06,研究者42,バイオ,200,講師,413,18
2015-06,研究者90,ロボティクス,200,助教,203,6
2015-06,研究者61,ロボティクス,1000,特任研究員,52,18
2015-06,研究者80,ロボティクス,1000,准教授,246,10
2015-06,研究者14,バイオ,300,准教授,491,3
2015-06,研究者10,エネルギー,500,特任研究員,492,17
2015-06,研究者88,AI,500,准教授,192,7
2015-06,研究者78,エネルギー,200,教授,399,12
2015-06,研究者7,AI,500,講師,121,18
2015-06,研究者12,材料工学,500,助教,276,19
2015-07,研究者56,材料工学,500,教授,173,6
2015-07,研究者22,環境科学,300,教授,350,0
2015-07,研究者70,バイオ,200,教授,151,9
2015-07,研究者5,材料工学,200,講師,380,17
2015-07,研究者28,環境科学,300,特任研究員,345,18
2015-07,研究者33,材料工学,500,特任研究員,131,5
2015-07,研究者58,エネルギー,200,講師,98,15
2015-07,研究者84,AI,500,准教授,306,0
2015-07,研究者6,バイオ,100,助教,337,8
2015-07,研究者79,材料工学,300,助教,33,20
2015-07,研究者44,環境科学,1000,准教授,178,13
2015-07,研究者65,ロボティクス,1000,教授,173,2
2015-08,研究者34,材料工学,300,教授,103,18
2015-08,研究者81,AI,700,助教,323,6
2015-08,研究者66,バイオ,700,助教,340,18
2015-08,研究者56,環境科学,500,教授,191,0
2015-08,研究者33,エネルギー,700,准教授,483,10
2015-08,研究者58,エネルギー,200,准教授,389,15
2015-08,研究者5,AI,700,特任研究員,187,0
2015-08,研究者85,ロボティクス,1000,特任研究員,45,19
2015-08,研究者26,エネルギー,500,講師,174,20
2015-08,研究者60,バイオ,500,講師,365,15
2015-08,研究者29,エネルギー,1000,教授,343,3
2015-08,研究者30,ロボティクス,1000,教授,218,10
2015-08,研究者67,AI,500,講師,386,9
2015-08,研究者61,バイオ,100,准教授,30,13
2015-08,研究者79,環境科学,300,准教授,356,11
2015-08,研究者73,ロボティクス,700,助教,67,6
2015-08,研究者15,エネルギー,500,教授,373,0
2015-08,研究者94,AI,300,教授,211,13
2015-09,研究者97,材料工学,500,教授,32,7
2015-09,研究者19,材料工学,1000,特任研究員,496,5
2015-09,研究者36,材料工学,1000,准教授,343,12
2015-09,研究者85,AI,100,講師,140,2
2015-09,研究者8,ロボティクス,300,准教授,437,10
2015-09,研究者73,バイオ,300,特任研究員,452,8
2015-09,研究者61,エネルギー,100,講師,382,9
2015-09,研究者45,ロボティクス,700,教授,149,6
2015-09,研究者29,バイオ,200,教授,424,12
2015-09,研究者60,環境科学,500,特任研究員,51,16
2015-09,研究者10,エネルギー,1000,准教授,134,18
2015-09,研究者35,バイオ,200,教授,334,9
2015-09,研究者32,材料工学,200,特任研究員,478,1
2015-09,研究者82,エネルギー,200,教授,331,17
2015-09,研究者40,AI,100,特任研究員,42,14
2015-10,研究者36,エネルギー,500,助教,388,6
2015-10,研究者75,AI,300,准教授,339,5
2015-10,研究者82,ロボティクス,1000,准教授,484,6
2015-10,研究者33,環境科学,700,助教,443,2
2015-10,研究者78,ロボティクス,100,講師,347,14
2015-10,研究者55,AI,300,准教授,171,7
2015-10,研究者24,バイオ,500,特任研究員,256,1
2015-10,研究者88,AI,700,助教,319,5
2015-10,研究者57,エネルギー,700,准教授,416,9
2015-10,研究者28,エネルギー,200,准教授,242,14
2015-10,研究者33,エネルギー,300,特任研究員,305,16
2015-10,研究者34,エネルギー,500,教授,64,0
2015-10,研究者58,材料工学,500,特任研究員,264,13
2015-10,研究者58,環境科学,700,准教授,444,12
2015-10,研究者89,エネルギー,300,助教,473,11
2015-10,研究者75,材料工学,300,教授,225,0
2015-10,研究者68,ロボティクス,100,准教授,44,3
2015-10,研究者8,AI,300,助教,193,15
2015-10,研究者69,ロボティクス,500,准教授,270,1
2015-10,研究者72,エネルギー,200,特任研究員,122,16
2015-10,研究者4,バイオ,500,教授,309,7
2015-10,研究者65,ロボティクス,100,准教授,270,16
2015-11,研究者62,AI,1000,准教授,407,10
2015-11,研究者67,環境科学,1000,准教授,249,16
2015-11,研究者100,材料工学,300,教授,75,14
2015-11,研究者100,環境科学,100,教授,15,13
2015-11,研究者55,ロボティクス,500,准教授,299,7
2015-11,研究者28,バイオ,100,助教,91,6
2015-11,研究者61,AI,100,助教,38,2
2015-11,研究者16,エネルギー,500,准教授,174,19
2015-11,研究者52,エネルギー,1000,助教,137,18
2015-11,研究者98,ロボティクス,500,教授,319,19
2015-11,研究者60,ロボティクス,300,助教,370,18
2015-11,研究者80,材料工学,500,講師,466,19
2015-11,研究者52,AI,1000,特任研究員,372,3
2015-11,研究者25,ロボティクス,500,准教授,449,12
2015-11,研究者72,環境科学,1000,准教授,351,18
2015-11,研究者43,ロボティクス,1000,教授,56,9
2015-11,研究者65,材料工学,1000,助教,227,17
2015-11,研究者82,バイオ,200,教授,422,19
2015-11,研究者49,エネルギー,300,講師,323,13
2015-11,研究者9,AI,700,講師,163,5
2015-11,研究者69,材料工学,1000,教授,110,12
2015-11,研究者80,環境科学,1000,教授,193,18
2015-11,研究者10,AI,500,准教授,425,3
2015-11,研究者49,材料工学,1000,准教授,189,7
2015-12,研究者97,バイオ,1000,講師,370,11
2015-12,研究者37,AI,700,特任研究員,314,16
2015-12,研究者78,AI,100,教授,275,15
2015-12,研究者30,AI,100,助教,142,13
2015-12,研究者93,環境科学,300,講師,169,2
2015-12,研究者40,材料工学,200,教授,107,9
2015-12,研究者69,材料工学,500,教授,450,16
2015-12,研究者11,バイオ,700,特任研究員,195,20
2015-12,研究者81,AI,1000,教授,104,13
2015-12,研究者27,バイオ,500,助教,318,10
2015-12,研究者68,環境科学,700,教授,229,10
2015-12,研究者48,ロボティクス,700,講師,486,3
2016-01,研究者96,AI,1000,講師,197,8
2016-01,研究者71,ロボティクス,200,准教授,234,4
2016-01,研究者29,材料工学,1000,准教授,369,13
2016-01,研究者47,バイオ,100,准教授,105,11
2016-01,研究者80,ロボティクス,300,教授,19,12
2016-01,研究者20,バイオ,300,准教授,489,8
2016-01,研究者33,材料工学,200,特任研究員,413,14
2016-01,研究者31,エネルギー,100,特任研究員,244,4
2016-01,研究者23,バイオ,1000,教授,330,20
2016-01,研究者30,材料工学,100,教授,481,5
2016-01,研究者47,バイオ,1000,教授,25,2
2016-01,研究者94,材料工学,700,助教,374,12
2016-01,研究者87,材料工学,300,特任研究員,261,20
2016-01,研究者61,バイオ,100,講師,84,14
2016-01,研究者70,材料工学,1000,講師,62,3
2016-01,研究者34,環境科学,1000,特任研究員,402,6
2016-01,研究者94,環境科学,700,教授,360,19
2016-01,研究者45,AI,1000,教授,108,15
2016-01,研究者29,AI,300,特任研究員,188,3
2016-01,研究者25,材料工学,300,講師,345,17
2016-01,研究者65,ロボティクス,1000,准教授,11,20
2016-01,研究者13,AI,700,特任研究員,469,4
2016-01,研究者52,ロボティクス,300,准教授,263,6
2016-01,研究者32,AI,300,准教授,344,12
2016-01,研究者96,環境科学,500,助教,129,0
2016-01,研究者24,バイオ,200,講師,264,6
2016-01,研究者10,材料工学,500,助教,192,17
2016-02,研究者18,材料工学,100,助教,355,12
2016-02,研究者51,エネルギー,1000,助教,101,0
2016-02,研究者95,バイオ,700,特任研究員,87,16
2016-02,研究者12,AI,200,准教授,142,12
2016-02,研究者34,エネルギー,300,准教授,270,8
2016-02,研究者95,材料工学,700,講師,130,8
2016-02,研究者42,ロボティクス,1000,准教授,226,20
2016-02,研究者77,バイオ,700,助教,309,8
2016-02,研究者31,AI,200,教授,213,14
2016-02,研究者54,AI,1000,特任研究員,82,13
2016-02,研究者41,環境科学,500,講師,230,19
2016-02,研究者19,材料工学,100,助教,351,11
2016-02,研究者14,材料工学,1000,特任研究員,416,10
2016-02,研究者1,AI,700,助教,287,5
2016-02,研究者69,AI,500,准教授,300,13
2016-02,研究者60,環境科学,200,講師,298,2
2016-02,研究者22,環境科学,1000,助教,302,9
2016-02,研究者55,AI,1000,助教,74,7
2016-02,研究者2,材料工学,300,助教,470,9
2016-02,研究者70,エネルギー,700,准教授,14,10
2016-02,研究者33,バイオ,200,准教授,25,13
2016-02,研究者33,バイオ,500,助教,492,20
2016-02,研究者95,ロボティクス,100,助教,114,6
2016-02,研究者77,バイオ,1000,講師,435,1
2016-02,研究者8,AI,1000,講師,87,2
2016-02,研究者93,バイオ,100,特任研究員,448,6
2016-02,研究者30,材料工学,300,准教授,372,17
2016-03,研究者30,エネルギー,300,教授,475,12
2016-03,研究者10,ロボティクス,300,准教授,344,11
2016-03,研究者99,環境科学,300,助教,310,0
2016-03,研究者20,環境科学,100,准教授,375,16
2016-03,研究者54,材料工学,500,准教授,347,13
2016-03,研究者93,エネルギー,300,特任研究員,195,0
2016-03,研究者36,環境科学,700,講師,336,6
2016-03,研究者94,エネルギー,500,講師,416,8
2016-03,研究者53,エネルギー,700,准教授,131,3
2016-03,研究者73,ロボティクス,200,講師,408,16
2016-03,研究者63,ロボティクス,300,教授,54,20
2016-03,研究者66,エネルギー,500,講師,366,6
2016-03,研究者97,AI,700,准教授,17,20
2016-03,研究者44,バイオ,500,教授,165,17
2016-03,研究者10,バイオ,100,准教授,471,20
2016-03,研究者9,AI,300,准教授,111,0
2016-03,研究者66,環境科学,1000,教授,314,4
2016-03,研究者26,バイオ,500,講師,329,9
2016-03,研究者38,バイオ,1000,准教授,473,0
2016-03,研究者5,ロボティクス,300,准教授,279,13
2016-03,研究者50,材料工学,200,講師,44,17
2016-03,研究者3,材料工学,1000,特任研究員,331,15
2016-04,研究者8,エネルギー,100,講師,271,19
2016-04,研究者86,バイオ,500,准教授,324,9
2016-04,研究者6,環境科学,300,特任研究員,19,18
2016-04,研究者47,バイオ,1000,教授,130,6
2016-04,研究者67,環境科学,300,特任研究員,425,17
2016-04,研究者100,バイオ,200,教授,500,9
2016-04,研究者95,エネルギー,500,准教授,55,8
2016-04,研究者52,AI,200,教授,425,12
2016-04,研究者7,バイオ,100,教授,395,19
2016-04,研究者32,環境科学,300,教授,309,4
2016-04,研究者52,AI,500,助教,59,12
2016-04,研究者86,環境科学,700,教授,378,1
2016-04,研究者99,バイオ,300,准教授,77,14
2016-04,研究者61,AI,200,助教,269,19
2016-04,研究者10,環境科学,300,講師,29,5
2016-04,研究者17,バイオ,300,准教授,464,14
2016-04,研究者62,環境科学,200,教授,457,1
2016-04,研究者70,材料工学,500,准教授,289,2
2016-04,研究者61,ロボティクス,300,准教授,93,6
2016-04,研究者43,環境科学,1000,准教授,182,20
2016-04,研究者1,環境科学,200,教授,318,7
2016-04,研究者70,材料工学,300,准教授,223,2
2016-04,研究者58,エネルギー,500,准教授,92,15
2016-04,研究者19,材料工学,300,教授,337,20
2016-04,研究者18,AI,700,准教授,374,14
2016-04,研究者1,ロボティクス,200,特任研究員,280,5
2016-04,研究者18,エネルギー,300,教授,145,6
2016-05,研究者83,環境科学,700,教授,459,0
2016-05,研究者5,ロボティクス,200,助教,89,1
2016-05,研究者30,ロボティクス,200,准教授,96,15
2016-05,研究者6,環境科学,200,特任研究員,464,7
2016-05,研究者84,エネルギー,500,講師,303,12
2016-05,研究者74,ロボティクス,300,教授,281,11
2016-05,研究者66,バイオ,100,助教,129,7
2016-05,研究者73,環境科学,100,講師,45,10
2016-05,研究者58,材料工学,1000,助教,96,19
2016-05,研究者91,エネルギー,700,特任研究員,306,3
2016-05,研究者57,エネルギー,200,特任研究員,290,19
2016-05,研究者30,材料工学,700,教授,480,15
2016-05,研究者19,AI,200,准教授,45,1
2016-05,研究者64,AI,300,講師,426,15
2016-05,研究者38,バイオ,200,教授,433,17
2016-05,研究者82,バイオ,700,准教授,83,11
2016-05,研究者65,エネルギー,700,特任研究員,474,11
2016-05,研究者72,AI,500,講師,81,7
2016-06,研究者88,AI,200,教授,214,14
2016-06,研究者42,AI,200,助教,453,7
2016-06,研究者44,バイオ,100,特任研究員,107,2
2016-06,研究者11,ロボティクス,500,准教授,354,11
2016-06,研究者39,バイオ,200,講師,328,8
2016-06,研究者83,環境科学,1000,助教,96,4
2016-06,研究者89,ロボティクス,500,教授,52,15
2016-06,研究者49,バイオ,500,准教授,455,20
2016-06,研究者60,材料工学,300,特任研究員,278,12
2016-06,研究者70,環境科学,700,講師,17,7
2016-06,研究者74,環境科学,1000,特任研究員,218,8
2016-06,研究者69,エネルギー,500,特任研究員,32,14
2016-06,研究者15,環境科学,500,教授,391,8
2016-06,研究者85,環境科学,200,講師,252,11
2016-06,研究者46,材料工学,300,准教授,43,20
2016-06,研究者95,バイオ,200,講師,280,16
2016-06,研究者39,エネルギー,1000,教授,310,6
2016-06,研究者31,ロボティクス,1000,助教,404,13
2016-06,研究者80,AI,100,講師,483,2
2016-06,研究者3,ロボティクス,100,特任研究員,166,9
2016-06,研究者90,AI,1000,准教授,306,6
2016-06,研究者47,AI,100,特任研究員,272,13
2016-06,研究者75,AI,1000,特任研究員,442,12
2016-06,研究者26,材料工学,200,准教授,245,20
2016-06,研究者48,エネルギー,1000,教授,346,11
2016-06,研究者38,AI,200,特任研究員,271,2
2016-06,研究者52,環境科学,100,講師,225,17
2016-06,研究者25,AI,100,教授,102,10
2016-06,研究者96,エネルギー,500,助教,222,4
2016-07,研究者71,ロボティクス,700,講師,428,11
2016-07,研究者67,バイオ,700,准教授,228,17
2016-07,研究者1,AI,100,教授,139,8
2016-07,研究者39,エネルギー,200,准教授,407,6
2016-07,研究者29,環境科学,200,特任研究員,187,0
2016-07,研究者32,ロボティクス,700,特任研究員,291,13
2016-07,研究者30,材料工学,700,講師,186,5
2016-07,研究者11,材料工学,500,助教,84,3
2016-07,研究者85,エネルギー,500,准教授,289,9
2016-07,研究者17,環境科学,700,特任研究員,294,20
2016-07,研究者96,エネルギー,300,講師,67,3
2016-07,研究者68,AI,100,特任研究員,156,7
2016-07,研究者92,ロボティクス,300,教授,78,20
2016-07,研究者95,AI,100,特任研究員,281,5
2016-07,研究者60,ロボティクス,500,教授,200,19
2016-07,研究者4,AI,500,特任研究員,34,19
2016-07,研究者16,ロボティクス,300,助教,354,2
2016-07,研究者30,エネルギー,500,准教授,242,10
2016-07,研究者43,エネルギー,700,教授,182,0
2016-07,研究者15,ロボティクス,1000,助教,332,20
2016-07,研究者26,エネルギー,1000,准教授,362,3
2016-07,研究者87,バイオ,200,講師,242,19
2016-07,研究者18,バイオ,700,准教授,10,18
2016-07,研究者19,材料工学,500,准教授,485,4
2016-07,研究者40,バイオ,200,准教授,152,20
2016-07,研究者83,AI,1000,講師,409,12
2016-07,研究者12,ロボティクス,300,准教授,87,6
2016-07,研究者40,AI,1000,助教,213,2
2016-08,研究者89,環境科学,300,教授,116,9
2016-08,研究者75,ロボティクス,500,教授,29,9
2016-08,研究者1,環境科学,100,准教授,279,3
2016-08,研究者94,環境科学,100,教授,435,6
2016-08,研究者30,環境科学,300,助教,67,4
2016-08,研究者21,エネルギー,100,特任研究員,453,12
2016-08,研究者77,環境科学,500,特任研究員,238,6
2016-08,研究者99,材料工学,500,講師,44,10
2016-08,研究者37,エネルギー,100,特任研究員,55,18
2016-08,研究者41,ロボティクス,300,特任研究員,18,6
2016-08,研究者65,エネルギー,700,助教,463,4
2016-08,研究者69,AI,200,准教授,44,1
2016-08,研究者74,エネルギー,700,特任研究員,294,0
2016-08,研究者35,エネルギー,500,准教授,475,2
2016-08,研究者26,ロボティクス,300,助教,147,17
2016-08,研究者89,環境科学,1000,助教,258,6
2016-08,研究者15,バイオ,100,准教授,212,8
2016-08,研究者47,バイオ,200,准教授,485,20
2016-08,研究者64,バイオ,500,特任研究員,293,18
2016-08,研究者42,ロボティクス,700,助教,242,20
2016-09,研究者52,バイオ,200,准教授,103,20
2016-09,研究者50,材料工学,500,特任研究員,198,5
2016-09,研究者92,環境科学,300,教授,296,14
2016-09,研究者89,環境科学,200,助教,19,1
2016-09,研究者65,エネルギー,100,特任研究員,446,6
2016-09,研究者62,材料工学,300,特任研究員,441,11
2016-09,研究者37,ロボティクス,100,助教,396,19
2016-09,研究者29,AI,700,准教授,151,20
2016-09,研究者66,材料工学,700,准教授,172,17
2016-09,研究者89,AI,1000,助教,193,1
2016-09,研究者9,バイオ,500,講師,198,4
2016-09,研究者10,材料工学,300,助教,499,19
2016-09,研究者11,環境科学,500,准教授,57,4
2016-09,研究者80,AI,100,講師,324,16
2016-09,研究者50,ロボティクス,1000,講師,114,15
2016-09,研究者64,材料工学,700,准教授,194,9
2016-09,研究者71,バイオ,300,助教,272,18
2016-09,研究者43,ロボティクス,500,講師,348,7
2016-09,研究者46,材料工学,500,准教授,120,4
2016-09,研究者28,ロボティクス,1000,教授,471,5
2016-09,研究者75,エネルギー,300,講師,107,10
2016-09,研究者66,材料工学,700,准教授,126,11
2016-09,研究者94,ロボティクス,100,助教,143,0
2016-09,研究者14,AI,200,特任研究員,52,2
2016-09,研究者78,バイオ,200,准教授,287,10
2016-10,研究者19,AI,300,特任研究員,438,3
2016-10,研究者31,エネルギー,200,講師,92,7
2016-10,研究者3,ロボティクス,700,准教授,25,16
2016-10,研究者93,エネルギー,700,講師,133,11
2016-10,研究者42,バイオ,1000,講師,367,12
2016-10,研究者40,AI,200,特任研究員,207,6
2016-10,研究者50,材料工学,300,講師,479,3
2016-10,研究者59,ロボティクス,1000,助教,217,7
2016-10,研究者83,ロボティクス,500,講師,410,16
2016-10,研究者53,AI,500,特任研究員,12,15
2016-10,研究者29,材料工学,200,講師,80,2
2016-10,研究者31,環境科学,1000,准教授,48,5
2016-10,研究者2,環境科学,1000,助教,314,20
2016-10,研究者31,ロボティクス,100,助教,162,17
2016-10,研究者68,エネルギー,200,特任研究員,153,17
2016-10,研究者10,環境科学,200,教授,12,13
2016-10,研究者28,エネルギー,500,講師,335,3
2016-10,研究者10,エネルギー,700,教授,489,9
2016-10,研究者68,エネルギー,300,講師,300,7
2016-11,研究者45,AI,1000,准教授,369,14
2016-11,研究者40,バイオ,1000,准教授,380,2
2016-11,研究者83,エネルギー,100,講師,43,5
2016-11,研究者67,エネルギー,500,教授,100,3
2016-11,研究者20,エネルギー,100,特任研究員,317,6
2016-11,研究者73,ロボティクス,1000,助教,364,9
2016-11,研究者5,材料工学,200,助教,168,15
2016-11,研究者35,環境科学,700,教授,426,5
2016-11,研究者68,環境科学,500,教授,152,8
2016-11,研究者27,AI,1000,助教,131,18
2016-11,研究者65,AI,300,助教,141,9
2016-11,研究者10,AI,500,准教授,394,11
2016-11,研究者41,バイオ,500,助教,117,8
2016-11,研究者95,ロボティクス,700,助教,388,20
2016-11,研究者59,AI,500,教授,63,10
2016-11,研究者17,材料工学,1000,助教,421,7
2016-11,研究者91,AI,300,特任研究員,19,0
2016-11,研究者66,バイオ,500,講師,400,9
2016-11,研究者88,環境科学,300,助教,406,2
2016-11,研究者93,バイオ,100,准教授,149,3
2016-11,研究者91,材料工学,1000,教授,340,18
2016-11,研究者19,エネルギー,300,教授,268,1
